sample_id,price
158784,25.1250
4095,30.6250
172021,33.2500
268276,26.3750
154791,29.5000
242347,20.7500
148621,30.3750
173571,22.0000
196574,29.5000
277682,36.2500
112608,35.5000
142716,30.0000
198956,31.1250
20265,30.3750
205372,30.3750
24380,31.6250
219387,27.3750
169151,32.7500
36733,21.2500
209036,25.7500
137097,36.0000
286607,27.6250
107699,25.2500
54586,30.2500
149790,30.5000
45960,31.3750
100250,22.6250
84525,29.3750
161336,34.5000
297905,25.8750
97915,31.0000
237608,32.0000
95219,29.3750
240647,36.5000
124235,30.3750
95705,33.0000
224893,25.8750
214768,32.7500
32427,27.8750
268677,30.3750
11039,22.7500
84680,19.6250
134783,32.7500
139367,29.3750
270754,31.2500
224265,31.1250
280794,27.5000
277033,35.5000
282524,14.3125
31690,32.2500
255336,31.6250
275240,23.1250
120313,24.1250
63331,13.5625
149424,28.1250
96261,25.8750
175878,22.5000
262064,27.8750
275775,29.6250
253140,30.2500
277838,27.2500
189003,26.3750
149543,30.3750
37143,32.5000
74921,17.8750
71747,36.7500
161016,36.2500
83423,30.7500
86892,26.5000
273042,26.5000
239046,25.5000
143570,31.0000
214626,34.0000
45073,26.7500
21545,29.0000
207181,15.0000
67318,23.2500
283637,28.6250
253197,29.3750
40690,29.5000
260655,26.6250
167028,26.0000
50453,15.7500
218767,23.1250
218412,23.2500
269134,30.5000
225044,22.8750
53461,30.8750
264951,28.3750
289936,21.0000
166733,25.5000
210250,35.7500
209916,30.3750
277572,23.6250
153516,32.5000
284307,34.5000
17648,12.9375
41783,27.7500
215548,32.5000
105713,33.0000
177651,20.5000
108423,25.8750
92661,16.5000
177308,34.5000
259644,33.7500
254418,17.5000
210401,34.2500
272437,34.7500
226126,23.6250
125699,29.7500
251681,10.6250
17594,27.1250
239395,24.3750
80386,20.0000
124670,31.7500
110569,27.1250
236400,13.3750
114937,30.1250
127407,28.2500
92843,28.6250
153699,28.6250
223391,35.5000
170748,20.0000
24711,29.6250
200885,25.8750
161457,34.7500
259852,28.8750
264158,34.7500
20819,29.5000
83527,24.8750
106635,28.6250
39285,27.8750
209579,32.2500
152966,28.3750
4703,36.0000
112112,39.0000
106194,20.2500
277314,34.2500
167397,25.8750
6172,28.3750
264975,33.0000
44636,4.2188
71412,33.7500
17712,26.6250
93431,22.6250
149291,34.2500
138453,29.7500
108176,30.3750
5117,30.3750
179945,36.2500
18872,30.0000
155274,28.8750
3347,36.2500
37313,30.7500
45735,33.0000
120311,30.1250
242879,30.0000
2756,30.5000
275537,31.6250
274304,19.3750
79303,34.7500
25548,21.8750
209164,18.3750
132328,25.7500
235093,35.0000
296750,30.3750
114635,35.0000
226520,33.0000
116684,6.3125
59416,28.5000
298168,21.0000
63847,28.2500
229711,35.0000
282892,29.2500
32380,27.0000
7437,19.6250
35557,29.8750
166584,24.7500
136471,30.7500
279462,27.7500
199984,34.2500
250078,28.2500
23604,14.5625
150600,20.6250
256995,25.0000
188243,29.1250
293357,28.0000
264463,28.8750
32496,26.0000
49791,30.8750
83170,30.5000
125782,28.5000
79536,27.7500
72552,19.5000
103249,33.0000
279046,29.6250
12548,22.0000
245156,27.8750
147107,26.8750
286558,27.5000
170,15.0000
82144,35.2500
29593,35.5000
153908,26.2500
101861,33.0000
259348,24.6250
117722,21.6250
227250,35.2500
288755,24.6250
174906,14.6875
240941,19.0000
129710,31.2500
283459,29.1250
58392,29.3750
167175,18.8750
43595,27.6250
117215,21.1250
61225,31.0000
138574,25.0000
35944,12.9375
18021,29.1250
138309,32.2500
284909,33.5000
269566,26.3750
112102,30.2500
78976,20.6250
208796,28.0000
88364,32.2500
109707,33.2500
21330,23.1250
225685,34.0000
206083,26.6250
23013,23.1250
16302,24.6250
104396,31.5000
253977,22.3750
113867,29.1250
213055,23.6250
9763,17.7500
286228,26.0000
1851,30.8750
176937,28.6250
283564,13.1250
281985,29.2500
147837,29.7500
4652,26.6250
24679,23.1250
247609,31.6250
141206,24.6250
80013,31.7500
254076,30.3750
220417,29.1250
89838,33.0000
94126,28.0000
45969,35.2500
229858,28.8750
225952,18.1250
133980,26.6250
113811,32.0000
85573,34.2500
280961,30.5000
135584,32.5000
227396,33.2500
39891,36.2500
248397,14.7500
233044,29.3750
49826,33.0000
136897,20.3750
110672,28.6250
234589,29.2500
32565,9.0625
284914,31.5000
8566,27.3750
106343,21.8750
260161,24.0000
292485,20.5000
190188,30.8750
252833,26.8750
216271,28.2500
42236,30.6250
204114,31.0000
231156,20.6250
201383,28.5000
98075,23.3750
194713,24.2500
264516,34.7500
22749,20.8750
144095,30.5000
168201,19.1250
26456,28.3750
250785,26.8750
287332,32.5000
235685,27.3750
41605,31.6250
103477,23.5000
11741,29.7500
296865,25.3750
232780,33.0000
78646,26.3750
140201,16.1250
178408,27.7500
206635,24.6250
50474,14.9375
213546,19.8750
105655,24.5000
128116,19.5000
270722,31.6250
20607,15.0625
34549,21.2500
57567,2.4688
72781,27.2500
44024,31.3750
85382,31.1250
125701,20.5000
41501,22.1250
216620,30.8750
90975,22.8750
192193,32.0000
276721,28.1250
66376,14.6875
266062,25.2500
163424,34.5000
59943,26.8750
5631,30.2500
295477,28.6250
79462,33.5000
249398,33.0000
128048,35.5000
231971,25.7500
200294,14.3750
166954,32.7500
127076,29.5000
90763,21.5000
241666,27.0000
295821,25.3750
53014,29.1250
244630,26.7500
213293,35.7500
172442,7.4375
124259,31.3750
96929,23.7500
65877,22.3750
73246,16.0000
262928,31.8750
189090,35.5000
14043,28.5000
253030,30.7500
193830,26.1250
31416,27.8750
278758,28.6250
40333,23.0000
17316,29.3750
33735,31.0000
297566,25.2500
109850,21.8750
74695,17.2500
156330,24.6250
161382,31.2500
275209,29.8750
264288,36.7500
276504,32.2500
271647,26.7500
191295,26.2500
180613,28.2500
269949,21.0000
45366,33.2500
129685,19.7500
287463,30.2500
176921,16.5000
240977,13.8125
197433,28.0000
128765,20.3750
249308,35.2500
248302,28.2500
250472,33.7500
209084,26.6250
45112,31.7500
123550,27.2500
25028,21.6250
108670,25.1250
140209,33.5000
293070,34.5000
234234,29.0000
13664,28.6250
189197,14.7500
110801,26.6250
44255,18.3750
96458,28.5000
264442,28.3750
223986,28.8750
288226,21.6250
222371,31.2500
58879,29.1250
173307,21.1250
94777,27.1250
165777,32.2500
276480,36.2500
232190,34.0000
25253,15.6250
46693,35.0000
75960,26.1250
68502,21.5000
119643,31.6250
81061,25.7500
19101,20.5000
179464,36.0000
102785,36.0000
53068,20.5000
14175,28.7500
147913,30.1250
174080,29.7500
283689,22.6250
9762,17.7500
31292,13.0000
217694,30.3750
94562,21.6250
75925,31.5000
220502,23.6250
297483,28.7500
141218,24.3750
297578,33.2500
90969,19.0000
83540,24.7500
270518,30.7500
149615,32.5000
128413,33.2500
11388,31.3750
150598,33.5000
123019,30.0000
120800,22.8750
215679,31.0000
30,30.0000
147368,30.2500
225659,25.2500
132597,29.6250
63093,22.8750
7631,9.8750
113024,28.5000
108520,28.3750
204501,31.3750
66359,26.3750
144211,31.0000
141053,27.1250
56966,29.5000
143928,30.6250
239754,36.7500
79895,24.7500
110366,30.6250
3439,24.0000
190156,22.7500
162490,36.0000
77274,33.2500
282101,28.2500
110396,33.5000
190794,29.2500
223559,27.6250
268571,30.1250
94469,32.2500
7298,21.8750
102298,22.8750
88711,25.6250
235244,29.0000
41847,29.1250
240347,28.7500
22082,21.6250
295015,23.6250
80361,38.0000
118572,28.3750
46473,31.3750
176919,34.0000
38093,26.5000
38019,13.7500
24625,21.2500
227539,30.2500
121606,22.5000
121709,11.1250
197164,26.3750
250689,30.3750
30768,19.5000
9914,32.5000
249522,33.5000
16724,19.5000
227616,33.2500
144305,30.3750
154344,19.2500
282021,30.1250
261271,24.5000
190344,33.0000
33877,36.2500
5021,32.7500
63922,33.2500
232121,30.8750
219185,30.2500
153500,22.8750
228721,20.3750
196668,30.1250
172521,33.7500
256763,31.0000
211822,37.5000
128534,31.7500
77801,16.1250
94061,26.7500
75850,23.5000
130472,30.8750
15516,27.6250
260499,25.6250
