sample_id,price
100179,20.6250
245611,23.7500
146263,21.8750
95658,13.6250
36806,25.7500
148239,10.0625
92659,17.8750
3780,19.1250
196940,22.8750
20472,20.5000
121721,24.0000
127336,16.2500
20801,33.0000
30103,23.3750
68691,24.6250
230703,17.7500
3342,22.6250
115635,20.5000
221565,10.9375
265927,19.6250
290421,22.3750
222203,12.3750
40595,18.3750
157931,23.1250
41814,12.9375
250478,19.5000
130232,26.1250
155825,25.3750
42104,16.1250
148748,36.2500
247548,21.3750
262167,24.5000
100183,22.3750
168985,17.5000
18411,33.0000
111287,20.2500
156813,17.5000
194861,9.5000
104298,22.6250
59033,18.3750
31133,20.2500
299318,19.2500
255038,18.5000
220578,10.8125
38995,21.0000
253068,17.5000
282143,17.1250
226531,23.5000
233215,17.1250
33295,17.2500
198185,19.1250
238324,16.3750
121672,26.0000
21434,19.8750
61747,19.5000
270417,22.6250
105202,19.5000
202880,22.8750
79564,25.8750
251317,16.8750
205434,20.3750
15315,16.8750
276163,19.8750
245021,22.1250
25664,25.8750
90451,19.6250
5215,23.8750
68223,20.8750
135447,23.7500
58777,19.2500
73979,26.2500
173699,22.3750
201120,22.5000
64448,22.1250
243239,20.7500
280496,25.1250
293812,9.5625
35203,12.5000
31858,25.3750
162188,14.1250
193450,22.0000
34991,19.6250
232133,22.2500
294874,13.2500
160416,26.5000
104466,20.5000
284624,11.6250
19742,33.2500
87611,20.3750
227957,29.3750
68427,24.5000
204601,18.0000
107223,10.5625
237588,25.1250
1313,16.8750
196900,22.5000
22107,22.2500
73030,20.0000
181909,23.2500
23045,21.5000
142744,33.2500
169122,21.5000
239815,20.7500
41952,21.2500
227911,23.8750
31484,19.0000
252567,12.5000
225977,18.8750
48243,23.2500
201046,20.2500
161001,21.1250
292827,24.1250
159584,19.7500
281316,21.3750
224188,20.5000
281823,17.0000
214851,23.6250
67570,23.3750
102740,21.1250
11978,24.8750
289925,20.8750
40458,19.2500
278700,18.8750
38662,21.2500
99886,16.2500
172816,15.5000
275563,22.8750
26172,19.1250
277062,13.9375
82592,21.6250
266300,18.3750
202617,21.7500
234007,19.5000
78684,26.2500
42824,21.3750
128386,20.2500
252965,15.1250
277363,18.1250
54646,22.6250
149645,30.3750
206564,14.3125
29321,24.6250
193776,23.0000
60214,17.2500
133606,23.0000
95844,20.7500
75072,15.2500
71643,22.6250
297677,22.2500
298180,17.2500
267622,13.8750
129731,13.6875
72776,23.5000
286221,20.8750
93467,15.7500
173148,18.0000
143720,34.5000
52592,15.8750
225085,21.5000
213670,15.1250
142420,33.2500
1008,15.0000
128631,29.5000
44224,16.6250
16363,26.2500
64551,18.6250
217996,20.7500
262406,10.1875
165161,26.7500
238864,23.3750
227930,26.6250
77202,25.3750
193685,22.5000
114683,18.7500
197108,23.5000
200477,16.8750
144035,31.6250
281994,20.5000
63221,17.6250
269260,21.2500
284873,18.1250
94407,23.0000
243579,21.8750
51262,30.8750
115285,19.5000
247763,22.1250
298054,21.8750
275947,20.6250
33858,21.2500
189285,26.3750
62318,28.2500
93113,16.0000
155548,13.0000
220244,18.6250
22363,21.7500
295868,15.5625
212510,23.5000
232238,17.3750
269310,18.0000
134611,19.5000
154663,26.5000
248314,20.5000
59089,25.5000
37902,18.5000
247147,21.2500
80803,21.6250
121057,22.3750
30163,14.1250
154861,20.0000
41265,18.1250
160502,19.1250
290401,17.7500
62782,28.0000
151651,22.3750
226249,19.6250
48224,19.2500
146944,34.0000
3438,30.0000
161259,17.6250
47173,15.8750
25800,21.5000
50001,25.5000
290756,17.1250
181986,14.3750
10843,26.3750
190551,8.6250
85154,14.7500
134653,25.7500
229643,19.2500
95464,12.4375
54059,19.8750
115479,18.6250
97906,27.8750
127371,15.1875
24362,13.3125
118312,21.8750
22583,27.7500
19732,32.7500
212955,15.2500
21886,20.2500
224325,23.3750
203894,13.0625
191752,10.3125
286196,16.1250
248824,23.1250
43717,21.2500
262589,22.6250
140499,20.8750
242880,26.5000
201240,17.3750
89117,13.4375
298713,12.4375
271738,18.6250
38576,23.3750
950,17.0000
79433,12.5000
66341,19.2500
55422,19.2500
182312,17.0000
866,23.6250
162209,13.8125
287083,17.6250
265459,16.2500
296124,15.6875
15509,19.7500
112466,27.1250
101382,23.2500
282568,20.8750
92557,13.3125
283523,24.0000
168873,23.8750
223932,19.1250
199772,17.6250
33589,19.3750
235524,18.3750
100593,26.2500
295833,13.6875
194828,16.0000
173679,18.3750
84443,21.5000
19827,26.1250
159217,20.1250
200101,13.8750
40815,20.5000
106079,22.8750
287913,18.2500
286246,18.3750
230574,18.7500
73645,29.3750
56580,27.0000
185057,20.6250
110193,24.1250
265456,13.4375
272119,22.3750
73684,19.6250
84917,17.1250
254051,16.2500
213640,21.1250
5941,14.4375
192025,31.1250
295491,20.3750
14394,21.8750
219359,21.5000
292038,16.6250
236046,16.6250
219569,21.1250
251251,20.0000
193520,16.0000
153393,16.6250
112673,13.2500
66961,22.6250
59610,15.8750
187539,18.5000
196138,32.7500
27796,10.7500
192821,22.3750
217441,16.1250
106554,24.6250
203432,19.5000
73634,29.6250
53665,16.7500
226789,22.2500
46549,17.7500
234314,25.0000
112654,20.3750
239127,12.8125
93245,20.1250
207744,15.5000
17530,16.5000
221997,23.7500
45669,16.8750
166053,20.0000
270552,18.2500
183394,21.8750
7286,18.7500
111584,22.6250
168394,22.3750
294463,18.5000
18251,33.2500
203229,22.0000
2599,31.5000
154170,17.8750
213714,18.8750
11554,24.7500
262927,22.3750
156465,29.6250
53995,28.5000
129260,16.7500
281072,21.7500
29191,25.0000
246389,26.7500
102936,13.9375
63126,26.5000
21235,20.0000
176587,17.7500
111728,25.1250
140389,18.5000
224260,21.1250
95308,15.8750
149658,22.7500
97804,18.8750
